address,neighborhood,bedrooms,bathrooms,square_meters,building_age,garden,garage,floors,property_type,heating_type,balcony,interior_style,view,materials,building_status,price_,bedrooms1,bathrooms1,square_meters1,building_age1,floors1,price_1,bedrooms_bathrooms,bedrooms_square_meters,bedrooms_building_age,bedrooms_floors,bedrooms_price_,bathrooms_square_meters,bathrooms_building_age,bathrooms_floors,bathrooms_price_,square_meters_building_age,square_meters_floors,square_meters_price_,building_age_floors,building_age_price_,floors_price_,pca_1,pca_2
0.881664499349805,0.6666666666666666,0.25,1.0,0.648241206,0.724489796,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.25,0.6666666666666666,1.0,0.414629983,0.25,1.0,0.648241206,0.724489796,1.0,0.414629983,0.25,0.162060302,0.181122449,0.25,0.103657496,0.648241206,0.724489796,1.0,0.46504973649541487,0.47683256975493443,0.648241206,0.26878024,0.724489796,0.38104341097661065,0.47764596571529855,0.9519776304871845,0.5828576586733691
0.5487646293888166,1.0,0.25,0.0,0.366834171,0.336734694,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.237155408,0.25,0.0,0.366834171,0.336734694,0.0,0.237155408,0.0,0.091708543,0.084183673,0.0,0.059288852,0.0,0.0,0.0,0.0,0.12541649291267642,0.0,0.086996708,0.0,0.10129835136468747,0.0,0.07675568968244545,0.42765124495187995
0.44733420026007803,0.8888888888888888,1.0,1.0,0.592964824,0.37755102,0.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.325457282,1.0,1.0,0.592964824,0.37755102,1.0,0.325457282,1.0,0.592964824,0.37755102,1.0,0.325457282,0.592964824,0.37755102,1.0,0.3650334742787135,0.22730112413891795,0.592964824,0.19298472,0.37755102,0.15586590329917335,0.3749206862349997,0.9177581317787842,0.5746981018447167
0.6723016905071522,0.3333333333333333,1.0,0.0,0.939698492,0.530612245,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.32859226,1.0,0.0,0.939698492,0.530612245,0.0,0.32859226,0.0,0.939698492,0.530612245,0.0,0.32859226,0.0,0.0,0.0,0.0,0.5062473973706311,0.0,0.308777651,0.0,0.22116483562483116,0.0,0.020623880349331714,0.37413635947859514
0.10013003901170352,0.5555555555555556,0.75,0.0,0.386934673,0.224489796,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.247605334,0.75,0.0,0.386934673,0.224489796,0.5,0.247605334,0.0,0.290201005,0.168367347,0.375,0.185704001,0.0,0.0,0.0,0.0,0.08819241997973686,0.193467337,0.095807089,0.112244898,0.0705079488906563,0.1426183509679871,0.31648355967059005,0.23525516043950934
0.6267880364109233,0.6666666666666666,1.0,0.5,0.095477387,0.693877551,1.0,1.0,0.5,0.0,0.0,0.5,0.6666666666666666,0.5,0.6666666666666666,1.0,0.076052384,1.0,0.5,0.095477387,0.693877551,0.5,0.076052384,0.5,0.095477387,0.693877551,0.5,0.076052384,0.047738693,0.346938776,0.25,0.042650245507026084,0.06726363972728093,0.047738693,0.007261283,0.346938776,0.06693868071120786,0.04380546015726837,0.4575430758152202,0.5263682946182184
0.540962288686606,0.8888888888888888,0.5,1.0,0.391959799,0.234693878,1.0,0.0,0.5,0.0,0.3333333333333333,0.5,0.0,0.75,0.3333333333333333,0.5,0.175907086,0.5,1.0,0.391959799,0.234693878,0.5,0.175907086,0.5,0.195979899,0.117346939,0.25,0.087953543,0.391959799,0.234693878,0.5,0.19729770481160858,0.09339858386300084,0.195979899,0.068948506,0.117346939,0.05236807048654848,0.10132083232465375,0.6886971451390669,0.783216526436033
0.9362808842652796,0.4444444444444444,1.0,0.5,0.40201005,0.887755102,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.274310555,1.0,0.5,0.40201005,0.887755102,0.0,0.274310555,0.5,0.40201005,0.887755102,0.0,0.274310555,0.201005025,0.443877551,0.0,0.1538336070907235,0.362349021098643,0.0,0.1102756,0.0,0.30889947853044786,0.0,0.1821564825968976,0.6810181433674134
0.951885565669701,0.2222222222222222,1.0,0.0,0.130653266,0.010204082,0.0,1.0,1.0,0.0,0.3333333333333333,0.5,0.0,0.75,0.3333333333333333,0.0,0.026124815,1.0,0.0,0.130653266,0.010204082,1.0,0.026124815,0.0,0.130653266,0.010204082,1.0,0.026124815,0.0,0.0,0.0,0.0,0.0013536030766894533,0.130653266,0.003413292,0.010204082,0.0003381497281026551,0.030095297015239046,0.5765304252009132,0.07347725336838357
0.7412223667100131,0.4444444444444444,0.75,0.5,0.045226131,0.795918367,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.111059418,0.75,0.5,0.045226131,0.795918367,1.0,0.111059418,0.375,0.033919598,0.596938776,0.75,0.083294563,0.022613065,0.397959184,0.5,0.06228222173242369,0.03654727190224789,0.045226131,0.005022788,0.795918367,0.11212576029144454,0.12793836706784661,0.7369538973489258,0.352217392371156
0.7672301690507153,0.2222222222222222,1.0,0.0,0.929648241,0.489795918,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.75,0.3333333333333333,1.0,0.427431143,1.0,0.0,0.929648241,0.489795918,0.0,0.427431143,0.0,0.929648241,0.489795918,0.0,0.427431143,0.0,0.0,0.0,0.0,0.46230737192159727,0.0,0.39736061,0.0,0.26556008696655925,0.0,0.022252201484395218,0.371040795236722
0.9505851755526659,0.5555555555555556,0.0,1.0,0.768844221,0.948979592,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.75,0.3333333333333333,0.0,0.446153927,0.0,1.0,0.768844221,0.948979592,0.0,0.446153927,0.0,0.0,0.0,0.0,0.0,0.768844221,0.948979592,0.0,0.5004070489223269,0.7407850895001941,0.0,0.343022868,0.0,0.5370603260738582,0.0,0.4237723699865633,0.94121261882813
0.21846553966189858,0.4444444444444444,1.0,0.0,0.608040201,0.0,1.0,0.0,0.5,1.0,0.6666666666666666,0.5,0.0,0.0,1.0,0.0,0.481683675,1.0,0.0,0.608040201,0.0,0.5,0.481683675,0.0,0.608040201,0.0,0.5,0.481683675,0.0,0.0,0.0,0.0,0.0,0.304020101,0.292883038,0.0,0.0,0.27744528021388054,0.3100557924606846,0.20749579781820615
0.16644993498049415,0.8888888888888888,0.25,1.0,0.306532663,0.132653061,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.25,0.6666666666666666,1.0,0.186473268,0.25,1.0,0.306532663,0.132653061,1.0,0.186473268,0.25,0.076633166,0.033163265,0.25,0.046618317,0.306532663,0.132653061,1.0,0.20914875359324625,0.04128488114770179,0.306532663,0.057160147,0.132653061,0.03137728341128105,0.21481370818749418,0.9768147908862177,0.6118468841861453
0.8010403120936281,0.2222222222222222,1.0,1.0,0.115577889,0.744897959,1.0,0.0,1.0,1.0,0.6666666666666666,0.5,0.0,0.75,0.3333333333333333,0.0,0.042960952,1.0,1.0,0.115577889,0.744897959,1.0,0.042960952,1.0,0.115577889,0.744897959,1.0,0.042960952,0.115577889,0.744897959,1.0,0.04818508122021693,0.08741149524495134,0.115577889,0.004965336,0.744897959,0.04059309392160072,0.04949021114589435,0.9011261893277839,0.6158426141467769
0.007802340702210663,0.4444444444444444,0.25,0.0,0.256281407,0.459183673,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5,0.250043433,0.25,0.0,0.256281407,0.459183673,0.0,0.250043433,0.0,0.064070352,0.114795918,0.0,0.062510858,0.0,0.0,0.0,0.0,0.11948146614667385,0.0,0.064081483,0.0,0.1456409052335958,0.0,0.07121862251616973,0.43434136177865384
0.6566970091027309,0.7777777777777777,1.0,1.0,0.155778894,0.244897959,1.0,1.0,0.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.25,1.0,0.5,0.109796936,1.0,1.0,0.155778894,0.244897959,0.0,0.109796936,1.0,0.155778894,0.244897959,0.0,0.109796936,0.155778894,0.244897959,0.0,0.12314844137743876,0.03873386055046366,0.0,0.017104045,0.0,0.03410804859269182,0.0,0.38745175754861044,0.9719595167809121
